year,month,crop,state,season,rainfall_mm,temperature_c,demand_index,inflation_rate,price_per_quintal
2019,1,Maize,Tamil Nadu,Kharif,76.3,12.8,1.142,0.0,2204.75
2019,1,Potato,Punjab,Rabi,99.2,18.8,1.057,0.0,851.0
2019,1,Potato,Haryana,Rabi,76.9,21.6,1.001,0.0,901.24
2019,1,Potato,UP,Rabi,118.1,21.6,0.974,0.0,877.6
2019,1,Potato,Maharashtra,Rabi,110.3,20.9,0.967,0.0,801.13
2019,1,Potato,Karnataka,Rabi,109.2,16.7,1.036,0.0,792.97
2019,1,Potato,Andhra Pradesh,Rabi,120.4,17.3,0.99,0.0,867.57
2019,1,Potato,Madhya Pradesh,Rabi,121.1,21.7,1.052,0.0,823.32
2019,1,Potato,Rajasthan,Rabi,88.4,19.5,1.003,0.0,868.34
2019,1,Potato,Gujarat,Rabi,123.3,18.7,1.03,0.0,815.16
2019,1,Potato,Bihar,Rabi,160.4,19.4,1.016,0.0,886.93
2019,1,Potato,West Bengal,Rabi,86.5,21.1,0.968,0.0,805.68
2019,1,Potato,Tamil Nadu,Rabi,103.2,20.7,1.064,0.0,866.69
2019,1,Tomato,Punjab,Year-round,89.6,14.0,0.907,0.0,1150.77
2019,1,Tomato,Haryana,Year-round,87.3,10.9,0.935,0.0,1066.91
2019,1,Tomato,UP,Year-round,107.8,15.3,0.888,0.0,1184.34
2019,1,Tomato,Maharashtra,Year-round,96.4,14.2,0.934,0.0,1102.75
2019,1,Tomato,Karnataka,Year-round,96.4,20.9,0.928,0.0,1215.81
2019,1,Tomato,Andhra Pradesh,Year-round,105.2,14.5,0.936,0.0,1167.77
2019,1,Tomato,Madhya Pradesh,Year-round,70.7,12.7,0.908,0.0,1110.85
2019,1,Tomato,Rajasthan,Year-round,132.4,9.5,0.882,0.0,1055.74
2019,1,Tomato,Gujarat,Year-round,76.7,15.4,0.867,0.0,1156.98
2019,1,Tomato,Bihar,Year-round,71.8,14.6,0.912,0.0,1144.47
2019,1,Tomato,West Bengal,Year-round,87.0,11.9,0.905,0.0,1064.75
2019,1,Tomato,Tamil Nadu,Year-round,45.6,13.6,0.927,0.0,1165.49
2019,1,Onion,Punjab,Rabi,108.6,8.7,0.921,0.0,1390.85
2019,1,Onion,Haryana,Rabi,109.8,15.2,0.912,0.0,1509.47
2019,1,Onion,UP,Rabi,87.6,9.4,0.925,0.0,1452.82
2019,1,Onion,Maharashtra,Rabi,97.5,15.7,0.866,0.0,1357.4
2019,1,Onion,Karnataka,Rabi,76.3,11.7,0.896,0.0,1469.77
2019,1,Onion,Andhra Pradesh,Rabi,133.1,14.6,0.861,0.0,1447.85
2019,1,Onion,Madhya Pradesh,Rabi,103.4,16.6,0.934,0.0,1442.22
2019,1,Onion,Rajasthan,Rabi,98.2,12.0,0.91,0.0,1509.12
2019,1,Onion,Gujarat,Rabi,64.3,14.5,0.915,0.0,1575.41
2019,1,Onion,Bihar,Rabi,116.0,12.1,0.892,0.0,1461.92
2019,1,Onion,West Bengal,Rabi,92.5,12.3,0.886,0.0,1580.35
2019,1,Onion,Tamil Nadu,Rabi,89.8,11.2,0.92,0.0,1552.96
2019,1,Soybean,Punjab,Kharif,170.9,19.5,0.98,0.0,4263.62
2019,1,Soybean,Haryana,Kharif,181.5,17.1,0.92,0.0,4432.78
2019,1,Soybean,UP,Kharif,151.6,20.4,0.958,0.0,4805.48
2019,1,Soybean,Maharashtra,Kharif,182.1,18.3,0.918,0.0,4678.73
2019,1,Soybean,Karnataka,Kharif,162.5,18.0,0.977,0.0,4780.13
2019,1,Soybean,Andhra Pradesh,Kharif,139.6,22.4,0.915,0.0,4548.46
2019,1,Soybean,Madhya Pradesh,Kharif,179.1,19.8,0.962,0.0,4372.39
2019,1,Soybean,Rajasthan,Kharif,155.7,16.5,0.893,0.0,4703.96
2019,1,Soybean,Gujarat,Kharif,175.5,18.0,0.921,0.0,4531.26
2019,1,Soybean,Bihar,Kharif,164.2,17.1,0.946,0.0,4220.19
2019,1,Soybean,West Bengal,Kharif,160.9,17.2,0.895,0.0,4208.72
2019,1,Soybean,Tamil Nadu,Kharif,146.6,18.7,0.896,0.0,4727.15
2019,1,Cotton,Punjab,Kharif,125.4,15.5,0.911,0.0,6506.41
2019,1,Cotton,Haryana,Kharif,160.1,12.3,0.872,0.0,5842.58
2019,1,Cotton,UP,Kharif,191.6,13.9,0.882,0.0,5787.86
2019,1,Cotton,Maharashtra,Kharif,137.3,10.7,0.907,0.0,6690.85
2019,1,Cotton,Karnataka,Kharif,167.6,14.3,0.918,0.0,5954.62
2019,1,Cotton,Andhra Pradesh,Kharif,175.6,12.5,0.877,0.0,5805.3
2019,1,Cotton,Madhya Pradesh,Kharif,157.5,16.1,0.886,0.0,6359.14
2019,1,Cotton,Rajasthan,Kharif,164.0,14.3,0.886,0.0,6314.19
2019,1,Cotton,Gujarat,Kharif,163.0,9.6,0.862,0.0,6008.24
2019,1,Cotton,Bihar,Kharif,127.9,13.1,0.903,0.0,6313.54
2019,1,Cotton,West Bengal,Kharif,181.0,15.3,0.868,0.0,6414.29
2019,1,Cotton,Tamil Nadu,Kharif,164.7,11.8,0.902,0.0,6661.5
2019,1,Sugarcane,Punjab,Year-round,51.6,14.6,1.001,0.0,316.68
2019,1,Sugarcane,Haryana,Year-round,42.5,15.8,0.97,0.0,351.97
2019,1,Sugarcane,UP,Year-round,53.9,15.6,0.948,0.0,309.09
2019,1,Sugarcane,Maharashtra,Year-round,20.8,17.1,0.937,0.0,337.62
2019,1,Sugarcane,Karnataka,Year-round,82.5,14.8,0.976,0.0,337.61
2019,1,Sugarcane,Andhra Pradesh,Year-round,92.7,18.1,1.011,0.0,347.11
2019,1,Sugarcane,Madhya Pradesh,Year-round,64.4,17.3,0.994,0.0,323.52
2019,1,Sugarcane,Rajasthan,Year-round,72.6,11.0,0.964,0.0,313.5
2019,1,Sugarcane,Gujarat,Year-round,46.1,16.0,0.976,0.0,325.3
2019,1,Sugarcane,Bihar,Year-round,84.0,11.8,1.01,0.0,343.5
2019,1,Sugarcane,West Bengal,Year-round,17.4,14.4,0.97,0.0,352.22
2019,1,Sugarcane,Tamil Nadu,Year-round,10.1,14.4,0.987,0.0,353.83
2019,1,Chilli,Punjab,Kharif,156.2,10.0,0.922,0.0,8437.7
2019,1,Chilli,Haryana,Kharif,98.8,9.5,0.914,0.0,7543.38
2019,1,Chilli,UP,Kharif,86.4,10.2,0.941,0.0,7452.42
2019,1,Chilli,Maharashtra,Kharif,113.0,10.7,0.982,0.0,7938.34
2019,1,Chilli,Karnataka,Kharif,132.1,9.4,0.977,0.0,8096.36
2019,1,Chilli,Andhra Pradesh,Kharif,104.1,8.1,0.952,0.0,7533.52
2019,1,Chilli,Madhya Pradesh,Kharif,102.6,6.2,0.977,0.0,8084.12
2019,1,Chilli,Rajasthan,Kharif,132.1,8.6,0.991,0.0,7345.85
2019,1,Chilli,Gujarat,Kharif,95.6,10.8,0.949,0.0,7948.82
2019,1,Chilli,Bihar,Kharif,98.9,8.8,0.942,0.0,7975.41
2019,1,Chilli,West Bengal,Kharif,93.9,9.3,0.937,0.0,7324.76
2019,1,Chilli,Tamil Nadu,Kharif,119.4,12.4,0.971,0.0,7451.31
2019,1,Gram,Punjab,Rabi,98.9,14.9,1.004,0.0,5713.09
2019,1,Gram,Haryana,Rabi,138.2,19.1,1.011,0.0,5376.79
2019,1,Gram,UP,Rabi,91.7,16.4,0.985,0.0,5925.13
2019,1,Gram,Maharashtra,Rabi,106.7,14.3,0.994,0.0,5191.89
2019,1,Gram,Karnataka,Rabi,120.7,13.6,1.017,0.0,5308.19
2019,1,Gram,Andhra Pradesh,Rabi,114.9,13.5,1.074,0.0,5921.49
2019,1,Gram,Madhya Pradesh,Rabi,108.1,16.8,0.992,0.0,5818.7
2019,1,Gram,Rajasthan,Rabi,121.7,16.8,1.033,0.0,5645.55
2019,1,Gram,Gujarat,Rabi,106.4,16.5,1.008,0.0,5303.69
2019,1,Gram,Bihar,Rabi,87.1,15.4,0.987,0.0,5431.63
2019,1,Gram,West Bengal,Rabi,132.5,12.0,0.991,0.0,5594.51
2019,1,Gram,Tamil Nadu,Rabi,106.6,15.4,1.009,0.0,5480.63
2019,1,Mustard,Punjab,Rabi,60.5,17.4,1.073,0.0,6083.54
2019,1,Mustard,Haryana,Rabi,99.3,19.6,0.996,0.0,6434.62
2019,1,Mustard,UP,Rabi,105.7,22.6,1.064,0.0,5687.45
2019,1,Mustard,Maharashtra,Rabi,84.0,20.6,0.994,0.0,5759.1
2019,1,Mustard,Karnataka,Rabi,106.8,21.5,1.031,0.0,5783.05
2019,1,Mustard,Andhra Pradesh,Rabi,90.5,21.3,1.061,0.0,5973.29
2019,1,Mustard,Madhya Pradesh,Rabi,82.4,15.0,1.008,0.0,6051.82
2019,1,Mustard,Rajasthan,Rabi,64.3,19.5,1.07,0.0,6353.45
2019,1,Mustard,Gujarat,Rabi,113.8,19.6,1.041,0.0,5997.8
2019,1,Mustard,Bihar,Rabi,99.2,20.6,1.012,0.0,5736.73
2019,1,Mustard,West Bengal,Rabi,106.1,21.9,1.032,0.0,5758.61
2019,1,Mustard,Tamil Nadu,Rabi,86.2,20.2,1.009,0.0,6496.48
2019,2,Wheat,Punjab,Rabi,161.3,25.8,0.827,0.0,2309.87
2019,2,Wheat,Haryana,Rabi,143.0,23.2,0.886,0.0,2299.3
2019,2,Wheat,UP,Rabi,133.6,25.2,0.879,0.0,2056.51
2019,2,Wheat,Maharashtra,Rabi,134.8,24.5,0.839,0.0,2227.74
2019,2,Wheat,Karnataka,Rabi,190.7,20.2,0.857,0.0,2124.75
2019,2,Wheat,Andhra Pradesh,Rabi,183.1,24.3,0.861,0.0,2334.45
2019,2,Wheat,Madhya Pradesh,Rabi,130.7,23.9,0.877,0.0,2217.39
2019,2,Wheat,Rajasthan,Rabi,167.7,22.1,0.867,0.0,2325.81
2019,2,Wheat,Gujarat,Rabi,162.6,26.9,0.897,0.0,2215.74
2019,2,Wheat,Bihar,Rabi,143.0,21.7,0.902,0.0,2326.88
2019,2,Wheat,West Bengal,Rabi,150.7,23.8,0.868,0.0,2296.67
2019,2,Wheat,Tamil Nadu,Rabi,175.1,23.4,0.886,0.0,2143.33
2019,2,Rice,Punjab,Kharif,128.3,30.6,1.121,0.0,2283.72
2019,2,Rice,Haryana,Kharif,80.4,32.0,1.09,0.0,2238.12
2019,2,Rice,UP,Kharif,119.0,31.9,1.11,0.0,2340.67
2019,2,Rice,Maharashtra,Kharif,82.6,33.3,1.178,0.0,2371.47
2019,2,Rice,Karnataka,Kharif,86.9,31.9,1.182,0.0,2209.67
2019,2,Rice,Andhra Pradesh,Kharif,89.4,32.6,1.154,0.0,2342.1
2019,2,Rice,Madhya Pradesh,Kharif,100.6,32.6,1.091,0.0,2232.61
2019,2,Rice,Rajasthan,Kharif,154.3,30.0,1.077,0.0,2167.67
2019,2,Rice,Gujarat,Kharif,130.7,26.9,1.119,0.0,2444.5
2019,2,Rice,Bihar,Kharif,79.4,32.7,1.09,0.0,2304.11
2019,2,Rice,West Bengal,Kharif,99.9,33.3,1.1,0.0,2476.81
2019,2,Rice,Tamil Nadu,Kharif,95.7,32.1,1.087,0.0,2395.22
2019,2,Maize,Punjab,Kharif,142.9,33.3,0.871,0.0,2001.89
2019,2,Maize,Haryana,Kharif,167.2,33.9,0.877,0.0,1866.69
2019,2,Maize,UP,Kharif,149.9,33.6,0.873,0.0,2059.19
2019,2,Maize,Maharashtra,Kharif,180.6,35.5,0.816,0.0,1856.35
2019,2,Maize,Karnataka,Kharif,151.2,35.0,0.851,0.0,1819.1
2019,2,Maize,Andhra Pradesh,Kharif,132.4,33.3,0.837,0.0,2070.72
2019,2,Maize,Madhya Pradesh,Kharif,178.4,31.2,0.869,0.0,1910.81
2019,2,Maize,Rajasthan,Kharif,169.5,30.2,0.84,0.0,1920.07
2019,2,Maize,Gujarat,Kharif,191.4,33.3,0.89,0.0,2088.11
2019,2,Maize,Bihar,Kharif,165.4,34.6,0.852,0.0,1944.39
2019,2,Maize,West Bengal,Kharif,160.4,35.0,0.87,0.0,1799.45
2019,2,Maize,Tamil Nadu,Kharif,123.2,34.7,0.9,0.0,1872.84
2019,2,Potato,Punjab,Rabi,80.0,22.7,0.937,0.0,725.23
2019,2,Potato,Haryana,Rabi,103.3,22.6,0.886,0.0,804.81
2019,2,Potato,UP,Rabi,145.1,24.7,0.947,0.0,740.13
2019,2,Potato,Maharashtra,Rabi,109.5,23.2,0.921,0.0,744.96
2019,2,Potato,Karnataka,Rabi,105.7,22.0,0.941,0.0,788.16
2019,2,Potato,Andhra Pradesh,Rabi,82.2,20.0,0.918,0.0,753.76
2019,2,Potato,Madhya Pradesh,Rabi,124.1,18.1,0.929,0.0,813.32
2019,2,Potato,Rajasthan,Rabi,114.5,21.9,0.905,0.0,806.35
2019,2,Potato,Gujarat,Rabi,124.8,18.5,0.89,0.0,726.84
2019,2,Potato,Bihar,Rabi,78.8,23.5,0.957,0.0,785.32
2019,2,Potato,West Bengal,Rabi,116.2,20.9,0.931,0.0,736.32
2019,2,Potato,Tamil Nadu,Rabi,81.5,20.8,0.961,0.0,809.46
2019,2,Tomato,Punjab,Year-round,168.2,32.7,0.902,0.0,1019.8
2019,2,Tomato,Haryana,Year-round,157.7,33.6,0.96,0.0,1098.41
2019,2,Tomato,UP,Year-round,157.5,34.5,0.908,0.0,1118.82
2019,2,Tomato,Maharashtra,Year-round,154.5,33.7,0.902,0.0,1089.25
2019,2,Tomato,Karnataka,Year-round,149.5,30.7,0.971,0.0,1102.96
2019,2,Tomato,Andhra Pradesh,Year-round,166.4,32.8,0.965,0.0,1173.33
2019,2,Tomato,Madhya Pradesh,Year-round,158.9,34.7,0.889,0.0,1151.25
2019,2,Tomato,Rajasthan,Year-round,135.0,32.0,0.892,0.0,1107.9
2019,2,Tomato,Gujarat,Year-round,139.1,35.4,0.891,0.0,1125.36
2019,2,Tomato,Bihar,Year-round,127.4,35.8,0.915,0.0,1058.85
2019,2,Tomato,West Bengal,Year-round,149.2,33.4,0.907,0.0,1113.07
2019,2,Tomato,Tamil Nadu,Year-round,163.1,33.0,0.973,0.0,1008.07
2019,2,Onion,Punjab,Rabi,181.0,34.7,1.018,0.0,1482.09
2019,2,Onion,Haryana,Rabi,129.0,30.6,0.994,0.0,1550.7
2019,2,Onion,UP,Rabi,156.6,32.5,0.95,0.0,1424.73
2019,2,Onion,Maharashtra,Rabi,123.9,31.7,0.988,0.0,1438.41
2019,2,Onion,Karnataka,Rabi,159.3,32.5,1.007,0.0,1419.85
2019,2,Onion,Andhra Pradesh,Rabi,208.8,32.8,0.938,0.0,1592.67
2019,2,Onion,Madhya Pradesh,Rabi,186.0,37.4,0.972,0.0,1603.72
2019,2,Onion,Rajasthan,Rabi,152.3,32.9,0.94,0.0,1422.8
2019,2,Onion,Gujarat,Rabi,152.7,33.8,1.016,0.0,1553.39
2019,2,Onion,Bihar,Rabi,155.2,31.8,0.996,0.0,1578.18
2019,2,Onion,West Bengal,Rabi,169.5,33.4,0.944,0.0,1533.51
2019,2,Onion,Tamil Nadu,Rabi,209.8,36.0,0.978,0.0,1421.17
2019,2,Soybean,Punjab,Kharif,117.2,25.7,1.102,0.0,5555.39
2019,2,Soybean,Haryana,Kharif,79.5,26.0,1.07,0.0,5298.72
2019,2,Soybean,UP,Kharif,131.4,25.0,1.156,0.0,5263.84
2019,2,Soybean,Maharashtra,Kharif,100.0,31.1,1.153,0.0,5506.27
2019,2,Soybean,Karnataka,Kharif,84.9,27.4,1.091,0.0,5376.36
2019,2,Soybean,Andhra Pradesh,Kharif,132.4,27.2,1.156,0.0,5844.38
2019,2,Soybean,Madhya Pradesh,Kharif,117.7,27.7,1.139,0.0,5834.38
2019,2,Soybean,Rajasthan,Kharif,105.6,28.8,1.079,0.0,5669.37
2019,2,Soybean,Gujarat,Kharif,108.5,25.7,1.098,0.0,5846.35
2019,2,Soybean,Bihar,Kharif,98.4,26.8,1.154,0.0,5725.24
2019,2,Soybean,West Bengal,Kharif,87.6,26.4,1.131,0.0,5517.13
2019,2,Soybean,Tamil Nadu,Kharif,96.4,27.4,1.148,0.0,5298.77
2019,2,Cotton,Punjab,Kharif,230.7,26.4,1.056,0.0,7437.0
2019,2,Cotton,Haryana,Kharif,210.0,30.1,0.969,0.0,6483.71
2019,2,Cotton,UP,Kharif,199.3,29.7,1.021,0.0,6703.57
2019,2,Cotton,Maharashtra,Kharif,196.9,29.6,1.05,0.0,6753.33
2019,2,Cotton,Karnataka,Kharif,213.9,28.3,0.964,0.0,7448.63
2019,2,Cotton,Andhra Pradesh,Kharif,203.9,25.3,1.04,0.0,6394.66
2019,2,Cotton,Madhya Pradesh,Kharif,172.5,28.5,1.063,0.0,7127.14
2019,2,Cotton,Rajasthan,Kharif,181.9,29.0,1.042,0.0,6842.29
2019,2,Cotton,Gujarat,Kharif,229.0,32.0,0.989,0.0,7138.64
2019,2,Cotton,Bihar,Kharif,202.1,27.0,1.057,0.0,7423.56
2019,2,Cotton,West Bengal,Kharif,182.0,32.7,0.99,0.0,6835.14
2019,2,Cotton,Tamil Nadu,Kharif,224.5,28.9,0.985,0.0,7460.25
2019,2,Sugarcane,Punjab,Year-round,69.4,35.9,1.139,0.0,355.49
2019,2,Sugarcane,Haryana,Year-round,79.1,36.5,1.068,0.0,394.97
2019,2,Sugarcane,UP,Year-round,96.5,35.6,1.142,0.0,346.32
2019,2,Sugarcane,Maharashtra,Year-round,84.1,33.9,1.076,0.0,373.22
2019,2,Sugarcane,Karnataka,Year-round,106.0,35.5,1.084,0.0,373.82
2019,2,Sugarcane,Andhra Pradesh,Year-round,56.3,34.3,1.055,0.0,392.14
2019,2,Sugarcane,Madhya Pradesh,Year-round,32.1,34.3,1.12,0.0,348.72
2019,2,Sugarcane,Rajasthan,Year-round,21.5,36.8,1.14,0.0,361.84
2019,2,Sugarcane,Gujarat,Year-round,78.4,33.3,1.081,0.0,346.75
2019,2,Sugarcane,Bihar,Year-round,69.0,35.2,1.122,0.0,403.47
2019,2,Sugarcane,West Bengal,Year-round,46.8,34.8,1.09,0.0,386.45
2019,2,Sugarcane,Tamil Nadu,Year-round,70.5,34.7,1.058,0.0,375.38
2019,2,Chilli,Punjab,Kharif,112.5,28.4,0.863,0.0,7334.04
2019,2,Chilli,Haryana,Kharif,98.2,25.5,0.908,0.0,6869.61
2019,2,Chilli,UP,Kharif,129.0,27.8,0.923,0.0,6711.85
2019,2,Chilli,Maharashtra,Kharif,81.1,29.3,0.918,0.0,7504.16
2019,2,Chilli,Karnataka,Kharif,95.0,29.0,0.918,0.0,6768.18
2019,2,Chilli,Andhra Pradesh,Kharif,100.7,31.5,0.91,0.0,7200.28
2019,2,Chilli,Madhya Pradesh,Kharif,72.1,26.0,0.916,0.0,6769.94
2019,2,Chilli,Rajasthan,Kharif,152.0,26.9,0.909,0.0,7439.87
2019,2,Chilli,Gujarat,Kharif,70.2,28.2,0.906,0.0,6940.39
2019,2,Chilli,Bihar,Kharif,114.5,26.9,0.91,0.0,6758.99
2019,2,Chilli,West Bengal,Kharif,55.4,25.3,0.878,0.0,7537.39
2019,2,Chilli,Tamil Nadu,Kharif,61.5,31.1,0.91,0.0,7821.74
2019,2,Gram,Punjab,Rabi,151.7,30.8,1.146,0.0,6069.07
2019,2,Gram,Haryana,Rabi,190.7,28.8,1.084,0.0,5628.14
2019,2,Gram,UP,Rabi,168.4,27.8,1.092,0.0,5729.55
2019,2,Gram,Maharashtra,Rabi,186.6,29.4,1.104,0.0,6335.47
2019,2,Gram,Karnataka,Rabi,106.2,27.1,1.173,0.0,6069.64
2019,2,Gram,Andhra Pradesh,Rabi,140.8,25.2,1.151,0.0,5749.25
2019,2,Gram,Madhya Pradesh,Rabi,186.4,27.7,1.091,0.0,5627.47
2019,2,Gram,Rajasthan,Rabi,172.7,28.0,1.102,0.0,5572.57
2019,2,Gram,Gujarat,Rabi,137.5,24.7,1.133,0.0,6295.41
2019,2,Gram,Bihar,Rabi,154.6,27.1,1.068,0.0,6178.56
2019,2,Gram,West Bengal,Rabi,156.2,27.2,1.159,0.0,6206.91
2019,2,Gram,Tamil Nadu,Rabi,204.7,29.9,1.087,0.0,6273.19
2019,2,Mustard,Punjab,Rabi,126.9,24.3,0.905,0.0,5055.95
2019,2,Mustard,Haryana,Rabi,117.8,26.4,0.837,0.0,4882.87
2019,2,Mustard,UP,Rabi,132.3,27.3,0.899,0.0,5422.56
2019,2,Mustard,Maharashtra,Rabi,87.5,32.2,0.882,0.0,4994.43
2019,2,Mustard,Karnataka,Rabi,110.8,27.7,0.882,0.0,4740.8
2019,2,Mustard,Andhra Pradesh,Rabi,135.1,25.1,0.862,0.0,5409.11
2019,2,Mustard,Madhya Pradesh,Rabi,140.5,24.5,0.896,0.0,5327.19
2019,2,Mustard,Rajasthan,Rabi,128.9,30.4,0.877,0.0,5388.74
2019,2,Mustard,Gujarat,Rabi,120.6,26.5,0.904,0.0,5327.8
2019,2,Mustard,Bihar,Rabi,108.0,27.7,0.881,0.0,5183.41
2019,2,Mustard,West Bengal,Rabi,114.1,27.0,0.881,0.0,4945.42
2019,2,Mustard,Tamil Nadu,Rabi,149.7,25.9,0.892,0.0,5432.85
2019,3,Wheat,Punjab,Rabi,165.9,31.5,1.147,0.0,2620.04
2019,3,Wheat,Haryana,Rabi,198.6,30.0,1.119,0.0,2525.32
2019,3,Wheat,UP,Rabi,187.1,28.1,1.102,0.0,2349.84
2019,3,Wheat,Maharashtra,Rabi,155.7,28.3,1.084,0.0,2631.42
2019,3,Wheat,Karnataka,Rabi,141.5,33.6,1.127,0.0,2499.87
2019,3,Wheat,Andhra Pradesh,Rabi,204.7,32.2,1.116,0.0,2536.72
2019,3,Wheat,Madhya Pradesh,Rabi,178.1,27.5,1.122,0.0,2543.12
2019,3,Wheat,Rajasthan,Rabi,151.6,33.0,1.148,0.0,2565.34
2019,3,Wheat,Gujarat,Rabi,195.8,31.8,1.085,0.0,2640.67
2019,3,Wheat,Bihar,Rabi,190.2,28.8,1.112,0.0,2725.96
2019,3,Wheat,West Bengal,Rabi,178.9,28.3,1.147,0.0,2452.32
2019,3,Wheat,Tamil Nadu,Rabi,162.5,32.1,1.138,0.0,2567.61
2019,3,Rice,Punjab,Kharif,37.8,26.1,0.889,0.0,1857.67
2019,3,Rice,Haryana,Kharif,60.4,23.1,0.865,0.0,2023.01
2019,3,Rice,UP,Kharif,85.1,24.8,0.891,0.0,2102.52
2019,3,Rice,Maharashtra,Kharif,66.6,25.3,0.896,0.0,1814.53
2019,3,Rice,Karnataka,Kharif,51.5,25.8,0.861,0.0,2057.5
2019,3,Rice,Andhra Pradesh,Kharif,80.2,24.4,0.922,0.0,1992.29
2019,3,Rice,Madhya Pradesh,Kharif,72.1,23.6,0.867,0.0,1911.62
2019,3,Rice,Rajasthan,Kharif,93.6,23.3,0.851,0.0,2058.58
2019,3,Rice,Gujarat,Kharif,101.6,22.5,0.857,0.0,1996.33
2019,3,Rice,Bihar,Kharif,50.1,25.9,0.851,0.0,2031.72
2019,3,Rice,West Bengal,Kharif,81.7,28.2,0.891,0.0,1808.33
2019,3,Rice,Tamil Nadu,Kharif,86.4,21.6,0.886,0.0,1873.58
2019,3,Maize,Punjab,Kharif,109.9,37.3,0.956,0.0,2635.1
2019,3,Maize,Haryana,Kharif,120.4,35.0,0.952,0.0,2278.67
2019,3,Maize,UP,Kharif,67.6,36.3,0.936,0.0,2386.39
2019,3,Maize,Maharashtra,Kharif,72.5,36.7,1.016,0.0,2560.47
2019,3,Maize,Karnataka,Kharif,56.7,32.2,0.962,0.0,2502.04
2019,3,Maize,Andhra Pradesh,Kharif,95.3,39.5,0.975,0.0,2509.32
2019,3,Maize,Madhya Pradesh,Kharif,96.2,37.3,0.947,0.0,2271.13
2019,3,Maize,Rajasthan,Kharif,89.4,36.5,0.939,0.0,2517.34
2019,3,Maize,Gujarat,Kharif,59.6,34.7,0.995,0.0,2423.67
2019,3,Maize,Bihar,Kharif,112.6,34.0,1.027,0.0,2558.56
2019,3,Maize,West Bengal,Kharif,81.5,38.6,0.981,0.0,2609.98
2019,3,Maize,Tamil Nadu,Kharif,90.7,36.6,0.942,0.0,2491.38
2019,3,Potato,Punjab,Rabi,86.2,28.7,1.048,0.0,869.77
2019,3,Potato,Haryana,Rabi,109.4,31.9,1.042,0.0,877.51
2019,3,Potato,UP,Rabi,150.8,28.3,1.064,0.0,924.01
2019,3,Potato,Maharashtra,Rabi,112.7,30.5,1.1,0.0,1002.54
2019,3,Potato,Karnataka,Rabi,98.9,32.9,1.103,0.0,895.68
2019,3,Potato,Andhra Pradesh,Rabi,119.0,31.7,1.042,0.0,994.82
